STATE_INDEX,BITSTRING_Q0_TO_Q8,COUNT,EMPIRICAL_PROBABILITY,THEORETICAL_PROBABILITY,IS_FEASIBLE,IS_OPTIMAL,ORDER_NODE_IDS,ROAD_DISTANCE_KM,CONSTRAINT_VIOLATION,QUBO_ENERGY
339,110010101,1,0.000244140625,0.00019193028381002725,False,False,INFACTIBLE,,4.0,1198.6526
341,101010101,1,0.000244140625,7.458692529232207e-05,False,False,INFACTIBLE,,4.0,1269.4366
342,011010101,1,0.000244140625,0.00019193028381002698,False,False,INFACTIBLE,,4.0,1198.6526
344,000110101,1,0.000244140625,0.00016646294548306072,False,False,INFACTIBLE,,4.0,1182.8685
348,001110101,1,0.000244140625,0.000145627074223036,False,False,INFACTIBLE,,4.0,1271.9959
356,001001101,1,0.000244140625,0.00015129504378848423,False,False,INFACTIBLE,,6.0,1667.186
371,110011101,1,0.000244140625,3.284274601203412e-05,False,False,INFACTIBLE,,6.0,1770.2086
372,001011101,1,0.000244140625,0.0002006093227601986,False,False,INFACTIBLE,,6.0,1730.4293999999998
373,101011101,1,0.000244140625,2.851596082446581e-05,False,False,INFACTIBLE,,8.0,2277.9903
376,000111101,1,0.000244140625,8.248106339960256e-05,False,False,INFACTIBLE,,8.0,2191.4222
395,110100011,1,0.000244140625,0.00022817079056419815,False,False,INFACTIBLE,,4.0,1203.1819
397,101100011,1,0.000244140625,0.00016704900310249881,False,False,INFACTIBLE,,4.0,1249.4377
404,001010011,1,0.000244140625,0.000281511976938915,False,False,INFACTIBLE,,4.0,1102.3235
405,101010011,1,0.000244140625,0.0001915528451033209,False,False,INFACTIBLE,,4.0,1200.6226
410,010110011,1,0.000244140625,0.00017509769465399866,False,False,INFACTIBLE,,6.0,1605.6558999999997
419,110001011,1,0.000244140625,0.00022901135443537606,False,False,INFACTIBLE,,4.0,1203.1819
420,001001011,1,0.000244140625,0.00017282300767783586,False,False,INFACTIBLE,,6.0,1631.0078999999998
424,000101011,1,0.000244140625,0.00015498507277641064,False,False,INFACTIBLE,,4.0,1208.3016
435,110011011,1,0.000244140625,3.753389955340389e-05,False,False,INFACTIBLE,,8.0,2162.3885
440,000111011,1,0.000244140625,8.927084885916035e-05,False,False,INFACTIBLE,,8.0,2146.0724
454,011000111,1,0.000244140625,8.887569650679356e-05,False,False,INFACTIBLE,,8.0,2061.4479
455,111000111,1,0.000244140625,2.408542555434063e-05,False,False,INFACTIBLE,,12.0,3055.1781999999994
456,000100111,1,0.000244140625,0.00012779176856562153,False,False,INFACTIBLE,,6.0,1620.3981999999999
460,001100111,1,0.000244140625,0.00017043291525318545,False,False,INFACTIBLE,,6.0,1697.2614999999998
479,111110111,1,0.000244140625,2.630528525154894e-06,False,False,INFACTIBLE,,18.0,4649.1842
480,000001111,1,0.000244140625,0.00012779176856562142,False,False,INFACTIBLE,,6.0,1620.3981999999999
502,011011111,1,0.000244140625,1.7586712559098525e-05,False,False,INFACTIBLE,,14.0,3634.0181
