FROM_SNAPSHOT,TO_SNAPSHOT,COD_IPRESS,EVENT_TYPE,FIELD,OLD_VALUE,NEW_VALUE
MES_1,MES_2,00007450,CAMBIO,INSTITUCION,MINSA,GOBIERNO REGIONAL
