NODE_ID,IP01,IP02,IP03,IP04,IP05,IP06,IP07
IP01,0.0,30.418333333333333,21.611666666666668,33.51833333333333,10.758333333333333,38.86333333333334,41.190000000000005
IP02,30.605,0.0,51.25333333333333,32.031666666666666,40.4,68.50500000000001,30.008333333333333
IP03,21.678333333333335,51.24166666666667,0.0,54.34166666666667,12.783333333333333,31.945,62.013333333333335
IP04,33.765,32.053333333333335,54.413333333333334,0.0,43.559999999999995,71.66499999999999,11.56
IP05,10.608333333333333,40.17166666666667,12.673333333333334,43.27166666666667,0.0,31.858333333333334,50.943333333333335
IP06,38.983333333333334,68.54666666666667,31.98166666666667,71.64666666666668,31.866666666666667,0.0,79.31833333333334
IP07,41.285,29.836666666666666,61.93333333333333,11.551666666666668,51.080000000000005,79.185,0.0
