NODE_ID,DC00,IP01,IP02,IP03,IP04,IP05,IP06,IP07
DC00,0.0,57.4952,34.687400000000004,67.69160000000001,54.5428,66.2536,91.6867,51.9861
IP01,57.4952,0.0,24.42,17.5796,25.7368,8.9933,25.4896,32.1096
IP02,34.687400000000004,24.42,0.0,41.7648,21.467599999999997,33.1784,49.674800000000005,18.9109
IP03,67.69160000000001,17.5796,41.7648,0.0,43.0816,9.171700000000001,21.4358,49.4544
IP04,54.5428,25.7368,21.467599999999997,43.0816,0.0,34.4952,50.9916,7.261699999999999
IP05,66.2536,8.9933,33.1784,9.171700000000001,34.4952,0.0,20.9038,40.868
IP06,91.6867,25.4896,49.674800000000005,21.4358,50.9916,20.9038,0.0,57.3644
IP07,51.9861,32.1096,18.9109,49.4544,7.261699999999999,40.868,57.3644,0.0
